"KEGG_CHEBI","GENE","DRUGBANK_CHEBI","KEGG_NAME","DRUGBANK_NAME","DRUGBANK_CATEGORY","DRUGBANK_GROUPS","DRUGBANK_ID","KEGG_PATHWAY_NAMES"
"CHEBI:15843","PLA2G2A","CHEBI:47381","arachidonic acid","Diclofenac;diclofenac","Acetic Acid Derivatives and Related Substances;Acids, Carbocyclic;Analgesics;Analgesics, Non-Narcotic;Anti-Inflammatory Agents;Anti-Inflammatory Agents, Non-Steroidal;Antiinflammatory Agents, Non-Steroids;Antiinflammatory and Antirheumatic Products;Antiinflammatory and Antirheumatic Products, Non-Steroids;Antiinflammatory Preparations, Non-Steroids for Topical Use;Antirheumatic Agents;Carboxylic Acids;Central Nervous System Agents;Chemical Actions and Uses;Cyclooxygenase Inhibitors;Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP1A2 Substrates;Cytochrome P-450 CYP2B6 Substrates;Cytochrome P-450 CYP2C19 Substrates;Cytochrome P-450 CYP2C8 Substrates;Cytochrome P-450 CYP2C9 Inhibitors;Cytochrome P-450 CYP2C9 Substrates;Cytochrome P-450 CYP2E1 Inhibitors;Cytochrome P-450 CYP3A4 Substrates;Dermatologicals;Enzyme Inhibitors;Molecular Mechanisms of Pharmacological Action;Musculo-Skeletal System;Ophthalmologicals;Organic Chemicals;P-glycoprotein/ABCB1 Inhibitors;Peripheral Nervous System Agents;Pharmacologic Actions;Phenylacetates;Physiological Effects of Drugs;Sensory Organs;Sensory System Agents;Therapeutic Uses;Topical Products for Joint and Muscular Pain","approved;vet_approved","DB00586","Arachidonic acid metabolism"
"CHEBI:15843","CYP2C19","CHEBI:6030","arachidonic acid","isoniazide","Acids, Heterocyclic;Anti-Bacterial Agents;Anti-Infective Agents;Antiinfectives for Systemic Use;Antimetabolites;Antimycobacterials;Antitubercular Agents;Chemical Actions and Uses;CYP3A4 Inhibitors (Weak);Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP2A6 Inhibitors;Cytochrome P-450 CYP2C19 Inhibitors;Cytochrome P-450 CYP2C19 Inhibitors (moderate);Cytochrome P-450 CYP2C8 Inhibitors;Cytochrome P-450 CYP2C9 Inhibitors;Cytochrome P-450 CYP2D6 Inhibitors;Cytochrome P-450 CYP2D6 Inhibitors (moderate);Cytochrome P-450 CYP2E1 Inducers;Cytochrome P-450 CYP2E1 Inhibitors;Cytochrome P-450 CYP2E1 Inhibitors (moderate);Cytochrome P-450 CYP2E1 Substrates;Cytochrome P-450 CYP3A Inhibitors;Drugs for Treatment of Tuberculosis;Fatty Acid Synthesis Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 1-Ring;Hydrazides;Hydrazines;Hypolipidemic Agents;Isonicotinic Acids;Lipid Regulating Agents;Molecular Mechanisms of Pharmacological Action;Noxae;Organic Chemicals;Pharmacologic Actions;Pyridines;Therapeutic Uses;Toxic Actions","approved","DB00951","Arachidonic acid metabolism"
"CHEBI:15843","PLA2G2A","CHEBI:49662","arachidonic acid","indometacin","Acetic Acid Derivatives and Related Substances;Analgesics;Analgesics, Non-Narcotic;Anti-Inflammatory Agents;Anti-Inflammatory Agents, Non-Steroidal;Antiinflammatory Agents, Non-Steroids;Antiinflammatory and Antirheumatic Products;Antiinflammatory and Antirheumatic Products, Non-Steroids;Antiinflammatory Preparations, Non-Steroids for Topical Use;Antirheumatic Agents;Cardiac Therapy;Cardiovascular Agents;Cardiovascular System;Central Nervous System Agents;Chemical Actions and Uses;Cyclooxygenase Inhibitors;Cytochrome P-450 CYP2C19 Inhibitors;Cytochrome P-450 CYP2C19 Substrates;Cytochrome P-450 CYP2C9 Substrates;Enzyme Inhibitors;Gout Suppressants;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Indoles;Molecular Mechanisms of Pharmacological Action;Musculo-Skeletal System;Ophthalmologicals;P-glycoprotein/ABCB1 Inhibitors;P-glycoprotein/ABCB1 Substrates;Peripheral Nervous System Agents;Pharmacologic Actions;Physiological Effects of Drugs;Reproductive Control Agents;Sensory Organs;Sensory System Agents;Therapeutic Uses;Tocolytic Agents;Topical Products for Joint and Muscular Pain;UGT1A1 Inhibitors","approved;investigational","DB00328","Arachidonic acid metabolism"
"CHEBI:15843","CYP2C8","CHEBI:6030","arachidonic acid","isoniazide","Acids, Heterocyclic;Anti-Bacterial Agents;Anti-Infective Agents;Antiinfectives for Systemic Use;Antimetabolites;Antimycobacterials;Antitubercular Agents;Chemical Actions and Uses;CYP3A4 Inhibitors (Weak);Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP2A6 Inhibitors;Cytochrome P-450 CYP2C19 Inhibitors;Cytochrome P-450 CYP2C19 Inhibitors (moderate);Cytochrome P-450 CYP2C8 Inhibitors;Cytochrome P-450 CYP2C9 Inhibitors;Cytochrome P-450 CYP2D6 Inhibitors;Cytochrome P-450 CYP2D6 Inhibitors (moderate);Cytochrome P-450 CYP2E1 Inducers;Cytochrome P-450 CYP2E1 Inhibitors;Cytochrome P-450 CYP2E1 Inhibitors (moderate);Cytochrome P-450 CYP2E1 Substrates;Cytochrome P-450 CYP3A Inhibitors;Drugs for Treatment of Tuberculosis;Fatty Acid Synthesis Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 1-Ring;Hydrazides;Hydrazines;Hypolipidemic Agents;Isonicotinic Acids;Lipid Regulating Agents;Molecular Mechanisms of Pharmacological Action;Noxae;Organic Chemicals;Pharmacologic Actions;Pyridines;Therapeutic Uses;Toxic Actions","approved","DB00951","Arachidonic acid metabolism"
"CHEBI:15846","ENPP1","CHEBI:63580","NAD(+)","ribavirin","Anti-Infective Agents;Antiinfectives for Systemic Use;Antimetabolites;Antiviral Agents;Antivirals for Systemic Use;Carbohydrates;Chemical Actions and Uses;Direct Acting Antivirals;Glycosides;Molecular Mechanisms of Pharmacological Action;Noxae;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;Nucleosides and Nucleotides Excl. Reverse Transcriptase Inhibitors;Pharmacologic Actions;Ribonucleosides;Therapeutic Uses;Toxic Actions","approved","DB00811","Nicotinate and nicotinamide metabolism"
"CHEBI:15927","PNP","CHEBI:490877","N-ribosylnicotinamide","didanosine","Anti-HIV Agents;Anti-Infective Agents;Anti-Retroviral Agents;Antiinfectives for Systemic Use;Antimetabolites;Antiviral Agents;Antivirals for Systemic Use;Carbohydrates;Chemical Actions and Uses;Deoxyribonucleosides;Dideoxynucleosides;Direct Acting Antivirals;Enzyme Inhibitors;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Inosine;Molecular Mechanisms of Pharmacological Action;Noxae;Nucleic Acid Synthesis Inhibitors;Nucleic Acids, Nucleotides, and Nucleosides;Nucleoside and Nucleotide Reverse Transcriptase Inhibitors;Nucleoside Reverse Transcriptase Inhibitors;Nucleosides;OAT3 Substrates;Pharmacologic Actions;Purine Nucleosides;Purines;Reverse Transcriptase Inhibitors;Ribonucleosides;Therapeutic Uses;Toxic Actions","approved","DB00900","Nicotinate and nicotinamide metabolism"
"CHEBI:15927","PNP","CHEBI:567361","N-ribosylnicotinamide","cladribine","2-Chloroadenosine;Adenosine;Antimetabolites;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;BCRP/ABCG2 Substrates;Carbohydrates;Chemical Actions and Uses;Deoxyadenosines;Deoxyribonucleosides;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Myelosuppressive Agents;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;OCT2 Substrates;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purine Nucleosides;Purines;Ribonucleosides;Therapeutic Uses","approved;investigational","DB00242","Nicotinate and nicotinamide metabolism"
"CHEBI:15940","PNP","CHEBI:490877","nicotinic acid","didanosine","Anti-HIV Agents;Anti-Infective Agents;Anti-Retroviral Agents;Antiinfectives for Systemic Use;Antimetabolites;Antiviral Agents;Antivirals for Systemic Use;Carbohydrates;Chemical Actions and Uses;Deoxyribonucleosides;Dideoxynucleosides;Direct Acting Antivirals;Enzyme Inhibitors;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Inosine;Molecular Mechanisms of Pharmacological Action;Noxae;Nucleic Acid Synthesis Inhibitors;Nucleic Acids, Nucleotides, and Nucleosides;Nucleoside and Nucleotide Reverse Transcriptase Inhibitors;Nucleoside Reverse Transcriptase Inhibitors;Nucleosides;OAT3 Substrates;Pharmacologic Actions;Purine Nucleosides;Purines;Reverse Transcriptase Inhibitors;Ribonucleosides;Therapeutic Uses;Toxic Actions","approved","DB00900","Nicotinate and nicotinamide metabolism"
"CHEBI:15940","PNP","CHEBI:567361","nicotinic acid","cladribine","2-Chloroadenosine;Adenosine;Antimetabolites;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;BCRP/ABCG2 Substrates;Carbohydrates;Chemical Actions and Uses;Deoxyadenosines;Deoxyribonucleosides;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Myelosuppressive Agents;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;OCT2 Substrates;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purine Nucleosides;Purines;Ribonucleosides;Therapeutic Uses","approved;investigational","DB00242","Nicotinate and nicotinamide metabolism"
"CHEBI:15999","HPD","CHEBI:50378","(4-hydroxyphenyl)pyruvic acid","nitisinone","4-Hydroxyphenylpyruvate Dioxygenase, antagonists & inhibitors;Alimentary Tract and Metabolism;Chemical Actions and Uses;Enzyme Inhibitors;Molecular Mechanisms of Pharmacological Action;Pharmacologic Actions;Various Alimentary Tract and Metabolism Products","approved;investigational","DB00348","Tyrosine metabolism;Ubiquinone and other terpenoid-quinone biosynthesis"
"CHEBI:16015","ABAT","CHEBI:39867","L-glutamic acid","valproic acid","Acids, Acyclic;Anticonvulsants;Antimanic Agents;Carboxylic Acids;Central Nervous System Agents;Central Nervous System Depressants;Chemical Actions and Uses;Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP2A6 Inducers;Cytochrome P-450 CYP2A6 Substrates;Cytochrome P-450 CYP2B6 Substrates;Cytochrome P-450 CYP2C19 Inhibitors;Cytochrome P-450 CYP2C19 Substrates;Cytochrome P-450 CYP2C8 Inhibitors;Cytochrome P-450 CYP2C9 Inhibitors;Cytochrome P-450 CYP2C9 Inhibitors (moderate);Cytochrome P-450 CYP2C9 Substrates;Cytochrome P-450 CYP3A Inhibitors;Enzyme Inhibitors;Fatty Acid Derivatives;Fatty Acids;Fatty Acids, Volatile;GABA Agents;Lipids;Molecular Mechanisms of Pharmacological Action;Nervous System;Neurotransmitter Agents;Organic Chemicals;Pentanoic Acids;Pharmacologic Actions;Physiological Effects of Drugs;Psychotropic Drugs;Therapeutic Uses;Tranquilizing Agents;Valerates","approved;investigational","DB00313","Propanoate metabolism;Valine, leucine and isoleucine degradation;beta-Alanine metabolism"
"CHEBI:16015","ABAT","CHEBI:63638","L-glutamic acid","vigabatrin","Acids, Acyclic;Amino Acids;Amino Acids, Peptides, and Proteins;Aminobutyrates;Anticonvulsants;Butyrates;Carboxylic Acids;Central Nervous System Agents;Central Nervous System Depressants;Chemical Actions and Uses;Enzyme Inhibitors;Fatty Acid Derivatives;Fatty Acids;Fatty Acids, Volatile;GABA Agents;gamma-Aminobutyric Acid;Lipids;Molecular Mechanisms of Pharmacological Action;Nervous System;Neurotransmitter Agents;Organic Chemicals;Pharmacologic Actions;Physiological Effects of Drugs;Therapeutic Uses","approved","DB01080","Propanoate metabolism;Valine, leucine and isoleucine degradation;beta-Alanine metabolism"
"CHEBI:16027","ADK","CHEBI:63580","AMP","ribavirin","Anti-Infective Agents;Antiinfectives for Systemic Use;Antimetabolites;Antiviral Agents;Antivirals for Systemic Use;Carbohydrates;Chemical Actions and Uses;Direct Acting Antivirals;Glycosides;Molecular Mechanisms of Pharmacological Action;Noxae;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;Nucleosides and Nucleotides Excl. Reverse Transcriptase Inhibitors;Pharmacologic Actions;Ribonucleosides;Therapeutic Uses;Toxic Actions","approved","DB00811","Purine metabolism"
"CHEBI:16027","DCK","CHEBI:63599","AMP","fludarabine phosphate","Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Chemical Actions and Uses;DNA (Cytosine-5-)-Methyltransferase, antagonists & inhibitors;Enzyme Inhibitors;Immunologic Factors;Immunosuppressive Agents;Molecular Mechanisms of Pharmacological Action;Myeloablative Agonists;Myelosuppressive Agents;Noxae;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Therapeutic Uses;Toxic Actions","approved","DB01073","Purine metabolism"
"CHEBI:16113","SOAT1","CHEBI:49040","cholesterol","ezetimibe","Anticholesteremic Agents;Antimetabolites;Azetidines;Azetines;BCRP/ABCG2 Substrates;Cardiovascular System;Chemical Actions and Uses;Cytochrome P-450 CYP3A Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 1-Ring;Hypolipidemic Agents;Lipid Modifying Agents;Lipid Modifying Agents, Plain;Lipid Regulating Agents;Molecular Mechanisms of Pharmacological Action;Noxae;OATP1B1/SLCO1B1 Substrates;P-glycoprotein/ABCB1 Substrates;Pharmacologic Actions;Therapeutic Uses;Toxic Actions","approved","DB00973","Steroid biosynthesis"
"CHEBI:16113","CYP11A1","CHEBI:2654","cholesterol","Aminoglutethimide;aminoglutethimide","Antineoplastic Agents;Antineoplastic Agents, Hormonal;Antineoplastic and Immunomodulating Agents;Aromatase Inhibitors;Chemical Actions and Uses;Cytochrome P-450 CYP1A2 Inducers;Cytochrome P-450 CYP2C19 Inducers;Cytochrome P-450 CYP3A Inducers;Endocrine Therapy;Enzyme Inhibitors;Estrogen Antagonists;Glutethimide;Heterocyclic Compounds;Heterocyclic Compounds, 1-Ring;Hormone Antagonists;Hormone Antagonists and Related Agents;Hormones, Hormone Substitutes, and Hormone Antagonists;Molecular Mechanisms of Pharmacological Action;Pharmacologic Actions;Physiological Effects of Drugs;Piperidines;Piperidones;Steroid Synthesis Inhibitors;Therapeutic Uses","approved","DB00357","Steroid hormone biosynthesis"
"CHEBI:16235","HPRT1","CHEBI:2948","guanine","azathioprine","6-Mercaptopurine;Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Antirheumatic Agents;Carbohydrates;Chemical Actions and Uses;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Inorganic Chemicals;Molecular Mechanisms of Pharmacological Action;Noxae;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;Organic Chemicals;Pharmacologic Actions;Physiological Effects of Drugs;Purines;Sulfhydryl Compounds;Sulfur Compounds;Therapeutic Uses;Thionucleosides;Thiopurine Analogs;Toxic Actions","approved","DB00993","Purine metabolism"
"CHEBI:16235","HPRT1","CHEBI:50667","guanine","Mercaptopurine;mercaptopurine","Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Chemical Actions and Uses;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Inorganic Chemicals;Molecular Mechanisms of Pharmacological Action;Myelosuppressive Agents;Noxae;Nucleic Acid Synthesis Inhibitors;Organic Chemicals;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purines;Sulfhydryl Compounds;Sulfur Compounds;Therapeutic Uses;Thiopurine Analogs;Toxic Actions","approved","DB01033","Purine metabolism"
"CHEBI:16235","PNP","CHEBI:490877","guanine","didanosine","Anti-HIV Agents;Anti-Infective Agents;Anti-Retroviral Agents;Antiinfectives for Systemic Use;Antimetabolites;Antiviral Agents;Antivirals for Systemic Use;Carbohydrates;Chemical Actions and Uses;Deoxyribonucleosides;Dideoxynucleosides;Direct Acting Antivirals;Enzyme Inhibitors;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Inosine;Molecular Mechanisms of Pharmacological Action;Noxae;Nucleic Acid Synthesis Inhibitors;Nucleic Acids, Nucleotides, and Nucleosides;Nucleoside and Nucleotide Reverse Transcriptase Inhibitors;Nucleoside Reverse Transcriptase Inhibitors;Nucleosides;OAT3 Substrates;Pharmacologic Actions;Purine Nucleosides;Purines;Reverse Transcriptase Inhibitors;Ribonucleosides;Therapeutic Uses;Toxic Actions","approved","DB00900","Purine metabolism"
"CHEBI:16235","HPRT1","CHEBI:2208","guanine","Mercaptopurine;purine-6-thiol","Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Chemical Actions and Uses;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Inorganic Chemicals;Molecular Mechanisms of Pharmacological Action;Myelosuppressive Agents;Noxae;Nucleic Acid Synthesis Inhibitors;Organic Chemicals;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purines;Sulfhydryl Compounds;Sulfur Compounds;Therapeutic Uses;Thiopurine Analogs;Toxic Actions","approved","DB01033","Purine metabolism"
"CHEBI:16235","PNP","CHEBI:567361","guanine","cladribine","2-Chloroadenosine;Adenosine;Antimetabolites;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;BCRP/ABCG2 Substrates;Carbohydrates;Chemical Actions and Uses;Deoxyadenosines;Deoxyribonucleosides;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Myelosuppressive Agents;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;OCT2 Substrates;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purine Nucleosides;Purines;Ribonucleosides;Therapeutic Uses","approved;investigational","DB00242","Purine metabolism"
"CHEBI:16238","ACADSB","CHEBI:39867","FAD","valproic acid","Acids, Acyclic;Anticonvulsants;Antimanic Agents;Carboxylic Acids;Central Nervous System Agents;Central Nervous System Depressants;Chemical Actions and Uses;Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP2A6 Inducers;Cytochrome P-450 CYP2A6 Substrates;Cytochrome P-450 CYP2B6 Substrates;Cytochrome P-450 CYP2C19 Inhibitors;Cytochrome P-450 CYP2C19 Substrates;Cytochrome P-450 CYP2C8 Inhibitors;Cytochrome P-450 CYP2C9 Inhibitors;Cytochrome P-450 CYP2C9 Inhibitors (moderate);Cytochrome P-450 CYP2C9 Substrates;Cytochrome P-450 CYP3A Inhibitors;Enzyme Inhibitors;Fatty Acid Derivatives;Fatty Acids;Fatty Acids, Volatile;GABA Agents;Lipids;Molecular Mechanisms of Pharmacological Action;Nervous System;Neurotransmitter Agents;Organic Chemicals;Pentanoic Acids;Pharmacologic Actions;Physiological Effects of Drugs;Psychotropic Drugs;Therapeutic Uses;Tranquilizing Agents;Valerates","approved;investigational","DB00313","Fatty acid degradation"
"CHEBI:16238","ENPP1","CHEBI:63580","FAD","ribavirin","Anti-Infective Agents;Antiinfectives for Systemic Use;Antimetabolites;Antiviral Agents;Antivirals for Systemic Use;Carbohydrates;Chemical Actions and Uses;Direct Acting Antivirals;Glycosides;Molecular Mechanisms of Pharmacological Action;Noxae;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;Nucleosides and Nucleotides Excl. Reverse Transcriptase Inhibitors;Pharmacologic Actions;Ribonucleosides;Therapeutic Uses;Toxic Actions","approved","DB00811","Riboflavin metabolism"
"CHEBI:16335","PNP","CHEBI:567361","adenosine","cladribine","2-Chloroadenosine;Adenosine;Antimetabolites;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;BCRP/ABCG2 Substrates;Carbohydrates;Chemical Actions and Uses;Deoxyadenosines;Deoxyribonucleosides;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Myelosuppressive Agents;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;OCT2 Substrates;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purine Nucleosides;Purines;Ribonucleosides;Therapeutic Uses","approved;investigational","DB00242","Purine metabolism"
"CHEBI:16335","PNP","CHEBI:490877","adenosine","didanosine","Anti-HIV Agents;Anti-Infective Agents;Anti-Retroviral Agents;Antiinfectives for Systemic Use;Antimetabolites;Antiviral Agents;Antivirals for Systemic Use;Carbohydrates;Chemical Actions and Uses;Deoxyribonucleosides;Dideoxynucleosides;Direct Acting Antivirals;Enzyme Inhibitors;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Inosine;Molecular Mechanisms of Pharmacological Action;Noxae;Nucleic Acid Synthesis Inhibitors;Nucleic Acids, Nucleotides, and Nucleosides;Nucleoside and Nucleotide Reverse Transcriptase Inhibitors;Nucleoside Reverse Transcriptase Inhibitors;Nucleosides;OAT3 Substrates;Pharmacologic Actions;Purine Nucleosides;Purines;Reverse Transcriptase Inhibitors;Ribonucleosides;Therapeutic Uses;Toxic Actions","approved","DB00900","Purine metabolism"
"CHEBI:16335","ADK","CHEBI:63580","adenosine","ribavirin","Anti-Infective Agents;Antiinfectives for Systemic Use;Antimetabolites;Antiviral Agents;Antivirals for Systemic Use;Carbohydrates;Chemical Actions and Uses;Direct Acting Antivirals;Glycosides;Molecular Mechanisms of Pharmacological Action;Noxae;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;Nucleosides and Nucleotides Excl. Reverse Transcriptase Inhibitors;Pharmacologic Actions;Ribonucleosides;Therapeutic Uses;Toxic Actions","approved","DB00811","Purine metabolism"
"CHEBI:16335","DCK","CHEBI:63599","adenosine","fludarabine phosphate","Antimetabolites;Antimetabolites, Antineoplastic;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;Chemical Actions and Uses;DNA (Cytosine-5-)-Methyltransferase, antagonists & inhibitors;Enzyme Inhibitors;Immunologic Factors;Immunosuppressive Agents;Molecular Mechanisms of Pharmacological Action;Myeloablative Agonists;Myelosuppressive Agents;Noxae;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Therapeutic Uses;Toxic Actions","approved","DB01073","Purine metabolism"
"CHEBI:16335","ADA","CHEBI:4653","adenosine","dipyridamole","Blood and Blood Forming Organs;Cardiovascular Agents;Chemical Actions and Uses;Enzyme Inhibitors;Fibrinolytic Agents;Hematologic Agents;Heterocyclic Compounds;Heterocyclic Compounds, 1-Ring;Hypotensive Agents;Molecular Mechanisms of Pharmacological Action;P-glycoprotein/ABCB1 Inhibitors;P-glycoprotein/ABCB1 Substrates;Pharmacologic Actions;Phosphodiesterase Inhibitors;Platelet Aggregation Inhibitors;Platelet Aggregation Inhibitors Excl. Heparin;Pyrimidines;Therapeutic Uses;Vasodilator Agents","approved","DB00975","Purine metabolism"
"CHEBI:16349","NOS3","CHEBI:6923","L-citrulline","Miconazole;miconazole","14-alpha Demethylase Inhibitors;Alimentary Tract and Metabolism;Anti-Infective Agents;Antidiarrheals, Intestinal Antiinflammatory/antiinfective Agents;Antifungal Agents;Antifungal Agents (Vaginal);Antifungals for Dermatological Use;Antifungals for Topical Use;Antiinfectives;Antiinfectives and Antiseptics for Local Oral Treatment;Antiinfectives for Systemic Use;Antimycotics for Systemic Use;Azoles;Chemical Actions and Uses;Chemically-Induced Disorders;Combined Inhibitors of CYP3A4 and P-glycoprotein;Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP2A6 Inhibitors;Cytochrome P-450 CYP2B6 Inhibitors;Cytochrome P-450 CYP2C19 Inhibitors;Cytochrome P-450 CYP2C9 Inhibitors;Cytochrome P-450 CYP2D6 Inhibitors;Cytochrome P-450 CYP2E1 Inhibitors;Cytochrome P-450 CYP3A Inhibitors;Cytochrome P-450 CYP3A4 Substrates;Cytochrome P-450 Enzyme Inhibitors;Dermatologicals;Drug-Related Side Effects and Adverse Reactions;Enzyme Inhibitors;Genito Urinary System and Sex Hormones;Gynecological Antiinfectives and Antiseptics;Heterocyclic Compounds;Heterocyclic Compounds, 1-Ring;Hormone Antagonists;Hormones, Hormone Substitutes, and Hormone Antagonists;Imidazole and Triazole Derivatives;Imidazole Derivatives;Imidazoles;Intestinal Antiinfectives;Metabolic Side Effects of Drugs and Substances;Molecular Mechanisms of Pharmacological Action;Otologicals;P-glycoprotein/ABCB1 Inhibitors;Pharmacologic Actions;Physiological Effects of Drugs;Sensory Organs;Steroid Synthesis Inhibitors;Stomatological Preparations;Therapeutic Uses","approved;investigational;vet_approved","DB01110","Arginine and proline metabolism"
"CHEBI:16467","NOS3","CHEBI:6923","L-arginine","Miconazole;miconazole","14-alpha Demethylase Inhibitors;Alimentary Tract and Metabolism;Anti-Infective Agents;Antidiarrheals, Intestinal Antiinflammatory/antiinfective Agents;Antifungal Agents;Antifungal Agents (Vaginal);Antifungals for Dermatological Use;Antifungals for Topical Use;Antiinfectives;Antiinfectives and Antiseptics for Local Oral Treatment;Antiinfectives for Systemic Use;Antimycotics for Systemic Use;Azoles;Chemical Actions and Uses;Chemically-Induced Disorders;Combined Inhibitors of CYP3A4 and P-glycoprotein;Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP2A6 Inhibitors;Cytochrome P-450 CYP2B6 Inhibitors;Cytochrome P-450 CYP2C19 Inhibitors;Cytochrome P-450 CYP2C9 Inhibitors;Cytochrome P-450 CYP2D6 Inhibitors;Cytochrome P-450 CYP2E1 Inhibitors;Cytochrome P-450 CYP3A Inhibitors;Cytochrome P-450 CYP3A4 Substrates;Cytochrome P-450 Enzyme Inhibitors;Dermatologicals;Drug-Related Side Effects and Adverse Reactions;Enzyme Inhibitors;Genito Urinary System and Sex Hormones;Gynecological Antiinfectives and Antiseptics;Heterocyclic Compounds;Heterocyclic Compounds, 1-Ring;Hormone Antagonists;Hormones, Hormone Substitutes, and Hormone Antagonists;Imidazole and Triazole Derivatives;Imidazole Derivatives;Imidazoles;Intestinal Antiinfectives;Metabolic Side Effects of Drugs and Substances;Molecular Mechanisms of Pharmacological Action;Otologicals;P-glycoprotein/ABCB1 Inhibitors;Pharmacologic Actions;Physiological Effects of Drugs;Sensory Organs;Steroid Synthesis Inhibitors;Stomatological Preparations;Therapeutic Uses","approved;investigational;vet_approved","DB01110","Arginine and proline metabolism"
"CHEBI:16497","POLE2","CHEBI:567361","dGTP","cladribine","2-Chloroadenosine;Adenosine;Antimetabolites;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;BCRP/ABCG2 Substrates;Carbohydrates;Chemical Actions and Uses;Deoxyadenosines;Deoxyribonucleosides;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Myelosuppressive Agents;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;OCT2 Substrates;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purine Nucleosides;Purines;Ribonucleosides;Therapeutic Uses","approved;investigational","DB00242","Purine metabolism"
