1-arachidonoylglycerophosphocholine*,0.756445,0.553711,0.154333,0.765972,1.651834,0.28602,0.216477,0.479946,0.984543,0.712532,0.265316,0.6462,0.669847,0.888113,1.032397,0.236875,2.216821,1.662645,0.779692,0.13261,1.57305,2.9093,0.845633,0.407296,0.578568,0.934161,0.682466,0.669841,5.047647,0.189546,0.384891,0.260174,0.341154,6.609713,1.462741,2.159393,0.25254,1.566094,1.729352,1.651199,0.67569,0.962777,1,0.804671,0.692778,0.309948,0.103138,0.720564,7.750078,0.349217,1.098502,2.427814,0.509103,1.869278,0.823546,0.197499,0.312768,0.283034,0.214464,5.459295,0.064521,0.978092,0.494646,0.87533,0.513537,2.840456,0.72286,0.064521,4.662223,0.646114,0.707802,3.373071,2.017534,3.663884,0.517564,1.819802,2.874052,0.209783,1.859208,0.856502,4.153362,0.557816,1.186574,1.485385,0.377319,1.063591,1.689989,0.307347,0.892765,1.598644,0.987227,1.241656,3.25785,0.988724,2.863039,0.613835,1.881219,0.48681,2.25987,2.173123,0.392642,2.677768,0.843125,0.696223,0.967456,2.432847,0.217216,0.985843,1.084968,5.656021,7.055056,1.862806,4.75509,2.394648,1.015457,1.456858,2.181852,0.647562,0.938972,0.966553,1.509682,0.996401,0.980663,0.696225,1.225564,0.607907,6.666196,0.369303,0.440045,0.606747,0.779022,0.626109,0.384556,0.914028,0.42149,1.092836,1.061028,0.382945,3.025973,1.695994,4.733817,6.257041,2.638119,5.583163,1.542837,2.090892,1.733084,4.606544,1.735854,3.302013,2.740674,2.000786,6.328394,1.142825,0.732482,1.549942,3.545006,0.506036,0.289948,4.868511,1.688461,4.405214,2.612471,3.468962,1.704836,4.203188,2.944393,5.274347,2.490702,1.020379,0.473988,0.310016,1.677115,1.394544,3.178131,2.983916,0.513911,1.867922,0.265694,1.889324,1.165992,3.363304,0.232795,3.652856,2.623691,3.658406,0.979621,0.863659,0.230266,0.726122,0.327205,0.482463,1.204286,0.897048,0.521066,0.264582,1.429867,1.103861,0.747555,0.908841,2.384798,0.470362,0.911831,0.680437,3.676185,3.94131,0.282355,0.706629,1.318603,0.30039,0.377877,3.936663,3.70867,0.340892,1.776013,1.003599,1.431458,1.492537,4.306629,1.012773,1.727558,0.306953,1.377454,2.960407,0.887359,1.020569,2.397672,1.878432,0.191427,0.462389,8.538209,1.042312,0.194327,5.001099,1.305339,0.293835,0.394264,1.057897,0.42224,0.413406,7.189682,1.231734,0.714099,0.967494,0.429482,1.642087,3.294157,0.725555,0.371621,1.011276,0.379438,1.80781,0.777193,1.085972,0.744051,1.302223,1.408522,5.587584,0.331198,0.375635,1.539964,4.056396,3.141548,0.722759,0.379596,0.419327,0.258353,1.489816,0.544947,0.430379,0.92802,1.341972,0.294053,0.977024,0.478104,3.096515
1-arachidonoylglycerophosphoethanolamine*,0.755437,0.614146,0.288246,0.570727,0.390131,0.64669,0.338933,0.390629,0.990008,0.803478,1.184018,0.373641,0.73601,0.417619,0.601742,0.291922,1.386529,0.491748,0.727093,0.700424,0.648527,1.720599,0.144993,1.757598,0.644608,0.409908,0.8592,0.912388,1.158917,0.483324,0.740158,0.570016,0.468332,1.014329,0.568298,1.669081,0.769987,0.677884,0.55746,0.77853,1.552726,0.852858,0.361456,0.95436,0.501092,0.627743,0.719642,1.326874,2.02589,0.572213,0.726231,0.707341,0.615698,0.956398,0.504029,0.260226,0.760659,0.270842,0.632602,1.28066,0.456803,0.579236,0.885702,0.33221,0.527571,0.622978,0.269121,0.526346,0.511469,1.040599,0.491171,0.353081,0.3678,0.758191,0.593699,1.022798,0.604463,0.516671,0.39791,0.669152,1.209762,0.598184,0.626456,0.574018,0.739598,0.415743,0.686992,0.380266,0.602967,0.948426,0.321071,0.1797,0.330805,0.740762,0.789517,0.986818,0.419801,0.577149,0.47626,1.124116,0.781976,0.49499,0.840086,0.530973,0.461188,1.009992,0.64101,0.583262,0.928878,0.918606,1.254807,0.56277,0.985671,0.386534,1.02063,1.376705,1.401954,0.462542,0.323787,0.38733,0.995707,0.90486,0.539015,0.593112,0.632102,0.682949,1.903679,0.288153,0.340695,0.95724,0.658582,0.446523,0.241091,0.524654,1.170398,1.071122,0.920817,0.712788,1.043602,0.924458,1.874839,2.536675,3.761904,2.19168,1.898994,3.228025,1.083839,2.498485,1.419561,1.357214,3.287237,0.568069,1.795466,1.331427,1.297631,0.659945,1.968417,2.643746,2.370783,2.703779,1.688457,1.912184,2.557567,1.815398,1.708277,0.77069,1.416365,1.398079,4.311258,3.19603,1.025539,1.404812,2.065299,1.607986,1.612843,1.008671,1.407061,1.773098,0.627093,1.45995,2.167679,2.496309,1.911311,1.636592,1.340754,2.747692,2.576018,1.907716,2.436787,1.070643,0.984068,1.413906,2.114285,0.648333,1.721257,1.417515,1.665764,0.680565,1.013183,2.926701,1.35723,1.462948,1.128662,1.079183,1.890587,1.30546,0.513684,1.370795,2.041725,2.765607,0.927711,1.094186,1.72866,1.601761,2.047105,1.405022,1.182151,0.907967,1.172053,1.480926,0.840665,1.537646,1.652807,2.507976,1.593975,2.027868,1.945754,1.482038,1.096389,3.184271,1.774856,0.850572,1.433763,1.640658,2.235833,1.089917,0.991329,2.115348,2.715783,1.506752,2.220457,1.433033,0.517943,1.994099,0.94882,3.260463,0.542538,0.687557,1.563014,1.004293,1.799281,1.088785,1.78662,1.743896,0.867478,1.100579,2.110678,2.031936,1.920485,1.296255,1.648068,4.819452,1.264041,1.555114,0.599436,3.061213,0.977202,2.339383,1.482203,0.877706,1.581962,1.683814,1.120853,1.176359,2.741219,0.712506
1-arachidonoylglycerophosphoinositol*,0.641515,0.111702,0.230738,0.380189,0.382792,0.843112,1.01526,0.383733,1.471321,0.56411,0.884966,0.85053,0.546316,0.591152,0.572596,0.699675,1.1087,0.305753,1.306417,0.343572,1.082943,1.026231,0.169305,1.809563,0.795447,0.962152,1.435285,0.895406,1.042315,0.549478,0.289575,0.46801,0.466546,0.875046,0.886268,0.960468,0.406409,0.630808,0.997925,0.73961,1.779256,0.98474,0.361712,1.550909,0.583156,0.864898,0.832143,1.139334,1.569425,0.495529,0.81819,1.037848,0.466323,1.38552,0.410886,0.601816,0.910369,0.269353,0.758366,1.781587,0.609584,0.660952,1.143325,0.354773,0.729484,0.331066,0.459435,0.649195,0.532106,0.484535,0.412689,0.936219,0.475756,1.229519,0.555668,1.705879,0.452313,0.392114,0.59291,0.388832,1.024665,0.502135,0.854708,0.978681,0.93066,0.267543,0.85549,0.367534,0.420994,1.401393,0.311939,0.213499,0.551421,0.773835,0.70788,1.74401,0.415118,0.679612,0.384221,0.908618,0.629349,0.531422,0.862319,0.311984,0.797388,0.584679,0.706141,0.477771,0.905246,0.453287,1.356484,0.412591,0.840547,0.385705,1.026852,0.679784,1.034154,0.46591,0.221433,0.816,2.047829,0.482755,1.131825,0.66872,0.603326,0.786886,1.083565,0.148733,0.33114,0.849127,0.682572,0.518578,0.211383,0.417669,1.535611,1.028206,1.39779,1.182269,1.398898,1.197628,1.853704,1.679164,2.056796,4.250134,1.061673,2.461741,1.194282,2.068064,0.980784,1.509763,1.53434,0.271312,1.907347,1.038212,0.755645,1.183787,2.049927,0.939048,1.275754,1.572414,1.248207,1.984814,1.376322,1.056433,1.526986,1.107353,0.853373,1.445113,2.144074,1.506704,1.357252,1.062564,1.954371,1.504422,0.934296,1.019216,0.74038,0.993786,0.83104,1.268651,1.770018,1.941128,1.519258,1.98606,1.764632,1.434703,1.375775,2.626017,2.315578,1.472013,0.973148,1.885612,1.75462,1.002075,1.317441,1.314936,2.816853,0.672431,1.251696,1.916209,1.847121,1.138526,1.218153,1.006214,1.686502,1.272983,1.08208,1.478078,1.23854,1.926497,1.219035,1.255066,2.136551,1.562245,1.356871,1.440704,0.953218,1.22453,0.50369,1.098043,0.715033,1.202523,1.060155,1.941543,1.756315,1.47708,1.730525,1.230955,0.724664,1.464528,0.734527,0.939845,1.086355,1.761481,2.829462,0.975335,0.502263,1.216433,1.154739,0.726372,1.456267,0.80053,0.775324,0.947319,1.276905,1.045398,0.773822,0.559044,1.17165,0.729242,1.472877,1.084887,0.88265,1.372234,1.054273,1.13399,1.614443,1.272852,2.732824,1.550152,1.929668,0.867594,0.770715,1.326729,0.636891,2.516483,1.021319,2.084906,1.811377,0.792112,1.554076,1.325109,1.184984,1.246007,2.043081,0.79189
1-arachidonylglycerol,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.991794,1.217659,0.306128,0.782388,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,1.273671,0.306128,0.306128,0.306128,0.995098,0.381325,0.306128,0.306128,1.285152,0.306128,0.306128,0.306128,0.306128,0.306128,1.26376,1.08874,0.306128,0.895105,0.306128,0.306128,0.306128,0.306128,0.871277,0.306128,0.306128,0.98205,0.306128,0.306128,0.306128,0.65393,1.004902,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.518339,1.003597,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.993123,0.306128,0.306128,0.306128,0.49691,0.306128,1.45543,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,1.298173,0.306128,1.006877,0.306128,0.306128,0.306128,0.899334,1.351567,0.891072,1.004463,0.306128,0.306128,0.511269,0.306128,0.306128,0.306128,0.306128,0.306128,0.514762,0.306128,0.306128,0.306128,1.367653,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,1.008206,0.306128,0.306128,0.754892,0.306128,0.828648,0.306128,0.306128,0.306128,0.306128,0.306128,1.128457,0.306128,0.306128,1.153895,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.663644,0.306128,0.811698,0.306128,0.306128,0.306128,0.306128,1.230798,0.306128,0.306128,0.306128,0.306128,0.912561,0.306128,1.287159,0.306128,0.306128,2.489697,1.062937,0.306128,3.046868,0.306128,0.306128,1.035495,0.306128,0.869941,0.306128,0.306128,1.306999,1,2.624944,0.306128,1.110778,0.306128,0.91126,2.779406,1.741381,0.996403,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,1.262851,0.306128,0.306128,0.591563,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.545295,0.306128,0.306128,0.85154,0.306128,0.484305,0.675559,0.306128,0.871543,0.306128,0.770411,2.008119,0.902506,0.306128,0.306128,0.306128,0.306128,0.306128,0.817507,0.937063,0.306128,0.306128,1.744081,1.217612,1.035159,0.306128,0.306128,0.306128,1.088859,0.306128,0.873443,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.306128,0.713669,0.306128,0.306128,2.225724,0.306128,0.306128,0.306128,3.181245,0.306128,0.306128,0.306128,1.232867,0.306128,0.306128,0.306128,0.306128,0.306128,1.538868
1-docosahexaenoylglycerophosphocholine*,0.244294,0.244294,0.244294,0.389563,0.547457,0.361279,0.499277,0.529262,1.232941,0.244294,0.244294,0.244294,0.244294,0.244294,0.998727,0.244294,1.236004,1.411748,0.244294,0.244294,0.244294,1.258383,0.244294,0.244294,0.244294,0.244294,0.244294,0.244294,1.569344,0.244294,0.660648,0.244294,0.551367,4.440493,0.91645,0.851876,0.244294,0.910388,0.923478,1.067592,0.244294,0.946291,1.630283,0.835596,0.244294,0.244294,0.244294,0.244294,0.244294,0.244294,0.818084,0.641185,0.502315,1.123551,0.244294,0.244294,0.244294,0.244294,0.244294,2.452579,0.882407,1.092696,0.244294,0.606014,1,3.482717,0.244294,0.244294,2.947312,0.244294,0.244294,1.647517,1.089612,1.030152,0.426958,0.244294,1.282045,0.244294,1.000396,0.605336,0.244294,0.244294,0.244294,1,0.699844,0.244294,0.918369,0.244294,0.675331,0.244294,0.539046,0.938102,1.872439,0.851168,1.179249,0.300096,2.898809,0.244294,1.201064,0.893629,0.244294,0.788243,0.501137,0.552529,0.244294,0.576776,0.244294,0.244294,0.244294,1.727652,1.162897,1.54013,2.1094,0.244294,0.764736,0.704961,0.742487,0.62159,0.685723,0.244294,0.684174,0.893596,0.244294,0.244294,0.876449,0.244294,0.992853,0.244294,0.583266,0.244294,0.326141,0.244294,0.625007,0.244294,0.244294,0.802183,0.244294,0.244294,2.165891,0.906552,3.541566,3.113048,0.718655,4.287488,2.407437,2.379076,2.427009,3.476188,0.667155,2.324275,1.43646,0.985833,3.781384,0.998606,0.582902,1.759144,2.296613,0.244294,0.543798,3.933512,0.970165,2.820331,2.363997,1.890748,1.096997,2.866798,1.392395,3.73429,0.827617,0.888041,0.46443,0.544356,0.999984,1.231524,1.235654,2.139369,1.460653,1.266658,0.403083,1.421886,1.417345,3.5002,0.33073,2.281435,2.670776,3.886122,0.938985,1.001273,0.494918,1.034405,0.678764,0.468529,0.768163,0.957243,0.422842,0.244294,1.035187,0.481035,0.873377,1.051423,0.730328,0.244294,0.697799,0.647764,2.907079,1.335689,0.558991,0.244294,0.689769,0.244294,0.244294,2.730579,2.491043,0.244294,1.454359,1.001394,1.264563,1.894674,1.126339,1.230927,1.061898,0.93228,1.422098,3.330408,1,0.352142,1.378869,1.853459,0.244294,0.544536,3.817821,0.244294,0.244294,2.851554,1.74304,0.683652,0.244294,0.788995,0.244294,0.244294,3.974798,1.143895,0.874257,0.948577,0.59806,0.401742,1.131985,0.244294,1.043839,0.244294,0.244294,0.244294,0.412213,0.528126,0.845726,1.073615,0.632999,3.555885,0.438977,1.066845,2.148854,2.905256,1.684695,0.244294,0.244294,0.707121,0.244294,0.988682,0.833125,0.244294,0.840405,0.477345,0.244294,1.126452,0.244294,2.264834
1-heptadecanoylglycerophosphocholine,0.639691,0.40208,0.400428,0.929755,0.872073,0.181294,0.181294,0.483131,0.419023,0.181294,0.317369,0.773131,0.378307,0.387923,0.817635,0.308175,0.852786,0.74956,0.22408,0.181294,0.181294,1.084333,0.181294,0.293361,0.630298,0.439498,0.709233,0.181294,1.353765,0.181294,0.181294,0.181294,0.65016,1.744633,1.092724,1,0.181294,0.658999,0.534104,1.000184,0.181294,0.272081,1.294456,0.818589,0.479453,0.181294,0.181294,0.181294,1.010834,0.181294,0.654158,0.181294,0.181294,0.70371,0.618078,0.181294,0.314334,0.181294,0.59116,1.83843,1.197174,0.283667,0.522033,0.886192,0.181294,2.101679,0.181294,0.181294,1.640461,0.328292,0.395664,1.241654,1.736521,0.888927,0.181294,0.181294,1.123922,0.181294,1.648283,0.181294,1.368157,0.181294,0.510579,0.732491,0.181294,0.511565,0.504389,0.281533,0.6518,0.454985,1.302192,0.829609,1.045624,0.648359,0.825119,0.357012,1.091974,0.181294,2.024307,0.181294,0.181294,0.709172,0.583253,0.361738,0.432068,0.521595,0.181294,0.181294,0.367956,1.441238,1.153896,1.605977,2.00844,0.181294,0.390987,0.181294,0.714141,0.181294,3.341108,0.181294,0.657163,0.181294,1.143265,0.267061,0.922392,0.181294,1.637321,0.528735,0.181294,0.181294,0.407766,0.181294,0.181294,0.814786,0.181294,0.766605,0.181294,0.181294,6.728778,1.113808,15.699653,7.903661,0.996559,20.531033,2.529905,1.573049,5.124396,6.622844,0.751309,6.475594,3.364507,1.003441,8.978244,2.656394,0.327542,5.4742,3.501486,0.741576,0.515592,6.565934,0.840434,6.361403,3.031081,1,1.941478,7.605878,2.111807,17.441538,1.288575,0.536052,0.687734,0.592384,2.903767,2.234003,3.458333,3.711317,0.181294,2.447599,0.181294,1.160527,1.581897,4.834618,0.181294,9.528957,2.971625,14.582527,1.165901,2.969684,0.745413,1.656846,2.238086,1.801038,1.223937,2.442872,0.389394,0.379116,2.323755,0.679294,0.937981,1.582917,4.138269,0.181294,1,0.999816,4.604177,2.911017,0.788016,0.453199,0.813689,0.181294,0.834803,2.503618,6.705462,0.494615,1.256136,1.267458,0.685308,5.549199,1.907123,1.890316,1.998214,0.467107,1,1.976167,1.698654,1.408937,1.367951,2.890873,0.344369,0.181294,2.521164,0.534293,0.673065,3.677078,2.924091,0.710613,0.181294,0.97165,0.422052,0.181294,5.430929,1.383061,0.81807,0.346039,0.926425,0.181294,3.32605,0.567609,0.858071,0.953669,1.056205,1.642559,0.267811,0.895434,1.205107,0.913433,0.52976,5.828787,0.555012,1.018136,3.05027,2.255486,2.045345,0.610579,0.621137,0.543838,0.181294,1.804389,1,0.352225,1.963225,1,0.478424,2.164439,0.828894,1.418633
1-heptadecanoylglycerophosphoethanolamine*,0.016373,0.016373,0.016373,0.224622,0.016373,0.142543,0.159181,0.016373,0.016373,0.016373,0.173456,0.016373,0.016373,0.016373,0.016373,0.016373,0.205116,0.016373,0.094824,0.016373,0.016373,0.220859,0.016373,0.219095,0.162699,0.232491,0.016373,0.016373,0.016373,0.167918,0.188249,0.016373,0.016373,0.195291,0.016373,0.504261,0.016373,0.139787,0.137609,0.016373,0.152408,0.167192,0.016373,0.055417,0.016373,0.016373,0.178864,0.182724,0.016373,0.016373,0.188674,0.089999,0.085526,0.016373,0.114317,0.128044,0.016373,0.016373,0.016373,0.41515,0.089804,0.016373,0.016373,0.016373,0.016373,0.016373,0.016373,0.016373,0.016373,0.016373,0.016373,0.016373,0.117596,0.016373,0.016373,0.016373,0.016373,0.016373,0.016373,0.016373,0.082026,0.392961,0.040686,0.016373,0.016373,0.016373,0.016373,0.016373,0.016373,0.078023,0.016373,0.016373,0.016373,0.213854,0.016373,0.016373,0.016373,0.016373,0.016373,0.479883,0.016373,0.016373,0.860373,0.016373,0.033799,0.016373,0.09033,0.016373,0.49449,0.016373,0.016373,0.125793,0.211071,0.016373,0.016373,0.099916,0.016373,0.762969,0.122818,0.016373,0.016373,0.016373,0.016373,0.083407,0.199645,0.016373,0.812644,0.016373,0.050454,0.016373,0.016373,0.207865,0.016373,0.081009,0.9478,0.359384,0.162025,0.016373,2.184514,0.269917,6.595935,5.677414,0.401907,11.860571,1.61037,4.742594,1,2.571901,0.169248,6.416381,2.932041,0.016373,4.134907,2.648051,0.948197,1.092327,1.401269,4.069886,11.215222,2.708637,0.169046,5.90968,3.840392,0.196417,0.549178,1.806173,1.445224,8.802629,1.550129,1.245464,0.43895,1.976227,5.788438,1.174459,0.460295,2.916408,4.31039,2.120536,0.157017,0.677441,4.168189,1.285206,3.016884,6.966244,7.533628,6.592456,1.20787,7.664305,4.48331,3.190968,1.442181,2.215958,5.627531,5.498189,1,1.038587,3.975573,0.191494,1.132559,1.481171,2.646602,1.454104,2.600205,0.876816,1.933522,0.506109,0.280357,1.924561,0.126976,1.286889,1.894797,1.187356,1.976806,0.352538,3.031647,1.039927,1.105906,1.077954,0.208884,2.360155,0.463719,1.466211,2.325201,1.848438,4.191201,1.119891,0.973904,5.703572,1.192535,1.676316,0.151326,0.362021,0.960073,2.266154,2.89659,1.223713,0.569988,3.415712,1.349858,0.936522,3.71783,1.156745,0.27147,0.418936,1.510447,1.044017,0.521985,0.200933,0.633528,1,3.731293,0.263219,0.016373,0.948731,2.309275,0.719931,0.228972,1,5.415561,2.981792,3.094489,0.610148,0.37292,1,0.528464,5.107587,1.048657,5.965804,4.016436,1,1.859097,1.026096,0.811634,4.377837,2.640187,0.016373
1-linoleoylglycerol (1-monolinolein),0.388364,0.15877,0.603559,0.224346,0.573974,1.046487,0.846943,0.117585,1.594823,1.479841,9.895678,1.274993,2.97242,0.469609,0.693766,0.117585,0.924719,0.117585,0.826369,2.254472,0.812522,6.696542,0.117585,6.253452,0.811295,2.586819,2.330732,1.351549,0.798501,0.486086,0.986434,1.316601,1.131446,0.990758,1.096762,1.885497,1.275965,2.387765,1.713461,0.731794,4.634947,4.246597,1.800997,1.605298,2.753349,3.514373,1.135974,1.359832,2.38796,1.072892,1.009242,3.580459,0.80601,2.229133,1.82165,1.187404,0.327112,0.869509,1.562972,0.117585,0.117585,0.117585,1.67655,3.432925,1.645246,0.513945,1.445622,1.680543,1.267257,0.991745,1,0.344428,0.341842,1.395486,1.007984,1.407474,0.591879,4.925354,0.798714,1.01334,0.117585,0.742078,1.120124,6.171993,5.404116,1.949433,1.165286,0.117585,0.117585,1.554922,1.40559,0.359664,0.467445,0.881209,6.365419,1.529763,0.532541,0.855075,1.148259,3.129252,1.952065,2.699825,1.708869,2.064741,0.962828,0.277244,1.87682,0.664884,6.966609,0.504415,0.117585,0.318708,0.117585,0.73787,0.117585,1.929017,2.379501,1.72972,0.117585,0.996991,0.944036,3.335984,1.977199,1.361734,0.61485,1.611455,0.680266,0.117585,2.098566,1.432781,1.38265,0.117585,0.117585,0.117585,0.389745,2.772489,1.096736,0.561752,1.883583,0.804974,1.80702,1.363731,0.670236,3.142074,0.92319,1.359543,1.073967,1.434711,0.117585,0.660444,0.716668,1.423517,0.925879,0.847856,0.300532,0.745119,0.997226,0.800376,1.119076,1.101036,0.117585,0.692303,1.018632,0.852681,0.633092,0.734287,0.375879,0.983522,0.645548,1.163773,0.563278,0.62316,1.013968,1.271321,0.580645,1.181172,0.666163,0.117585,0.953513,0.801818,2.436788,0.584451,0.95109,1.561884,1.145051,1.614948,1.597118,4.236997,0.500934,1.082314,1.490718,1.23856,1.691362,1,0.568765,0.732612,0.660918,0.452401,0.675231,0.734353,1.002774,0.507665,0.428,0.117585,0.613873,0.306318,0.117585,1,0.117585,0.801627,0.402123,0.117585,1.028336,0.683732,1.16493,0.726747,0.117585,1.108113,0.467749,0.470395,1.028738,1.406444,0.446669,1.73562,0.713122,0.117585,1.695557,1,0.524427,0.894689,0.659103,0.709501,0.547864,1.484536,0.751693,0.652147,1.036112,3.08919,1,1,1.17205,0.595107,0.117585,0.877919,0.696216,0.97694,0.51643,0.416567,0.495019,0.580721,1.258933,0.708612,0.424174,0.733368,0.620516,0.216343,0.117585,1.037913,0.784277,0.726641,0.919657,1.709288,0.117585,0.428501,0.386108,2.26535,0.913074,1.307463,1.175509,0.117585,0.937864,1.199657,0.311738,0.638603,0.351987,1.331771
1-linoleoylglycerophosphocholine,1.290724,0.414295,0.300842,0.774833,1.222745,0.529398,0.34326,0.34616,1.116574,0.575553,0.203737,0.685543,0.72106,0.887881,0.929102,0.21274,1.64849,1.700192,0.481388,0.18173,1.626306,5.802515,1.255618,0.727409,0.539936,1.58823,0.484802,0.627789,1.691729,0.08758,0.465143,0.286292,0.725642,5.005397,0.913427,1.066202,0.234417,1.734463,1.171951,1.686446,1.614932,0.531363,1.172843,1.476126,0.710886,0.79433,0.050097,0.993934,5.154071,0.345344,0.923029,1.238173,0.642526,1.912391,1.019587,0.533115,0.363428,0.322634,0.215137,3.054359,0.709377,0.552092,0.708925,1.451728,0.501921,3.653581,0.796236,0.19472,3.597785,0.621701,0.374809,1.447089,0.963934,1.614751,1.006066,1.870489,4.084098,0.52566,1.08399,1.569033,1.848557,0.475084,1.813551,1.631748,0.9446,2.07247,0.848307,0.143059,1.048623,1.894553,1.773554,0.830766,0.907438,0.871467,6.151604,0.663724,0.84167,0.488336,2.634104,1.188055,0.929839,3.609596,0.40493,1.076971,0.966379,1.173831,0.194117,0.568557,1.930616,4.310647,3.391916,3.678853,3.093449,3.37814,0.555602,1.104375,3.210909,0.409442,0.774327,0.605696,1.096697,1.239003,1.170614,0.852764,0.987005,0.751226,3.138926,0.239327,0.492546,0.952628,0.285785,0.273029,0.178724,0.783263,0.400634,0.912691,1.10136,0.52125,4.248518,1.597453,6.209527,8.972524,2.508113,11.151245,2.763964,1.9865,2.699266,6.795532,0.996903,3.574418,3.38861,1.092562,8.500319,1.234839,0.470902,2.452479,6.577675,0.812456,0.308636,6.149768,2.062873,4.77558,4.371785,3.291136,1.829791,5.944549,2.371944,5.734272,1.817987,0.699061,0.765709,0.464896,1.476257,1.060586,4.334189,3.746383,0.395958,2.4166,0.100736,1.42352,1.486677,3.913122,0.240077,6.656358,2.059536,7.159792,1.135567,2.158037,0.38993,0.769185,0.741424,0.792281,1.627557,1.062515,0.536121,0.458706,1.378363,0.531738,0.838676,0.787141,3.970689,0.560224,0.697383,0.79457,2.876189,3.884998,0.455969,0.618958,0.820968,0.312312,0.57558,2.096889,5.388162,0.332135,1.436699,1.300228,1.033621,2.244449,5.299387,0.661609,2.831068,0.480049,1.602143,2.434491,0.912438,0.939414,2.383791,2.525185,0.31879,0.533208,5.822258,0.635683,0.370981,2.735762,1.584934,0.607999,0.347094,0.997013,0.56021,0.436361,5.278941,1.678384,0.636952,0.865779,0.53863,1.132596,2.65645,0.391586,0.27564,1.047372,0.60687,2.2704,0.418092,1.012995,0.987098,1.002987,1.036987,4.769417,0.351766,0.841389,1.987934,1.90448,2.579953,0.991397,0.142998,0.702247,0.215285,2.27305,0.616741,0.231544,1.403181,0.852316,0.393821,1.335023,0.683764,1.836738
1-linoleoylglycerophosphoethanolamine*,0.56575,0.35454,0.342232,0.527258,0.384317,0.70139,0.365203,0.224716,0.438162,0.299124,0.963097,0.564038,0.380267,0.397537,0.209622,0.21797,1.019252,0.205939,0.525253,0.491809,0.575486,1.997204,0.242959,1.380966,0.512763,0.641518,0.375781,0.581219,0.62144,0.475191,0.551533,0.862496,0.491851,1.207718,0.354513,1.796484,0.393905,0.525487,0.303356,0.476233,2.189678,0.710259,0.306287,0.777218,0.365917,0.634671,0.272222,0.918723,2.334115,0.394025,0.303422,0.47968,0.316615,0.497208,0.678316,0.825625,0.195804,0.195014,0.580319,0.458975,0.163193,0.151634,0.635818,0.320714,0.412986,0.319229,0.289185,0.724299,0.517209,0.82879,0.135019,0.250773,0.233433,0.41361,0.388552,0.446815,0.167168,0.92401,0.154616,0.551141,0.41818,0.334722,0.504591,0.658347,1.122389,0.350479,0.363991,0.242236,0.319859,0.622308,0.421192,0.207492,0.150157,0.775182,1.07599,0.980748,0.128071,0.589896,0.242775,0.514414,1.081277,0.680284,1.227081,0.429032,0.431809,0.269013,0.433366,0.361724,1.684037,0.285399,0.824852,0.775323,0.413493,0.362906,0.453948,0.865017,1.189143,0.164413,0.319568,0.337607,0.491862,0.708507,0.318481,0.358328,0.337116,0.516876,1.607414,0.110894,0.321471,0.531327,0.402111,0.293779,0.121862,0.142474,1.195044,0.9589,0.584659,1.137504,5.107743,0.841743,5.859605,9.62682,4.869054,19.019161,3.855295,8.848385,4.092273,10.057826,1.01308,3.726182,6.491307,0.445704,6.938589,4.427281,1.876223,2.644696,6.669712,6.615664,7.856251,4.695824,1.573429,8.568711,4.213621,1.415692,2.036933,4.505229,2.140662,5.031805,3.058741,11.068917,0.877611,3.608854,8.106428,3.777479,1.961872,3.81126,3.284647,2.569997,0.293749,1.443801,7.630449,4.880209,7.582641,11.353802,4.958958,7.705915,13.531015,14.918647,10.44495,4.305183,5.106502,7.174413,8.155461,2.794916,1.865478,6.041396,4.152213,0.293534,2.391545,3.952723,6.912595,3.535843,2.252937,2.16125,11.060241,1.12869,0.514262,3.384683,1.222782,7.130908,2.384885,1.0411,6.188891,2.664698,4.494034,2.729471,2.765878,2.908017,1.242188,2.8183,0.89704,14.402619,4.409097,6.733274,5.790409,3.430701,6.175528,7.55359,2.750269,3.960613,1.30333,0.519098,3.023658,2.389458,5.83216,4.309578,0.98692,5.247405,5.012338,5.66107,6.15984,2.963717,0.437594,2.015257,4.633339,2.858106,0.410342,0.424892,5.045554,0.695453,6.774825,1.119312,0.770586,3.970454,4.074731,1.148496,1.267179,7.25337,8.110007,6.561339,7.528039,1.509794,1.134983,2.457505,0.542868,9.740264,3.259555,8.721569,6.827372,1.24462,4.591654,3.357198,1.431347,3.581676,4.970796,0.513027
